0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.12646,1.0644
2.128,4.93478
1.0304,11.0506
0,21.5134
3.1272,21.7784
5.2552,19.9293
5.2552,19.9293
6.984,18.4271
8.528,17.0855
9.888,15.9037
10.0492,15.7636
10.0492,15.7636
10.4488,15.4164
10.8176,15.096
11.7624,14.275
13.396,12.774
14.8255,11.1288
16.8067,8.8488
17.8831,7.61
19.7284,5.4864
20.5608,4.5284
20.6151,4.466
20.6151,4.466
20.8218,3.144
20.8433,2.9428
21.0401,3.9768
0,0
0,0
0,0
0,0
0,0
0,2.1144
-5.3776,5.3776
-15.1068,8.116
-18.2672,7.168
-18.5029,6.8968
-18.6443,6.734
-18.6836,6.6888
-18.7229,6.6436
-19.1862,6.1104
-20.3408,4.7816
-21.4471,2.3672
-21.8415,-2.0464
-19.8831,-5.3092
-10.692,-15.2058
-6.9756,-18.4351
-3.32,-21.2584
0,-21.2896
1.5784,-21.1405
1.8632,-21.0747
4.2036,-20.8438
4.7368,-20.3805
5.5232,-19.6971
5.948,-19.328
5.948,-19.328
5.948,-19.328
5.948,-19.328
5.948,-19.328
5.948,-19.328
7.2408,-18.2047
14.543,-11.4548
18.7525,-6.6104
20.1806,-4.9668
21.4111,0
21.1988,3.1724
18.4528,6.9544
14.9701,10.9624
15.6667,10.1608
20.9165,1.626
20.6568,-4.4188
17.7925,-7.7152
14.0818,-11.9856
9.79,-15.9896
5.5684,-19.6579
0,-21.6794
-3.0512,-21.3485
-5.778,-19.4757
-9.474,-16.2642
-11.6396,-14.3824
-12.4516,-13.6769
-13.3939,-12.7772
-13.8548,-12.2468
-15.2166,-10.6796
-16.0911,-9.6732
-17.1992,-8.398
-17.1992,-8.398
-17.1592,-8.444
-14.8961,-11.0484
-2.3264,-17.5105
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.8348,4.25312
9.046,13.4081
10.956,14.9757
10.956,14.9757
11.002,14.9357
12.062,14.0147
13.6313,12.5032
14.5541,11.4412
15.8206,9.9836
16.1373,9.6192
18.3534,7.0688
18.5164,6.8812
18.7695,6.59
18.3986,7.0168
16.3632,9.3592
13.8847,12.2116
11.6548,14.3685
10.3336,15.5165
9.4268,16.3045
8.674,16.9586
7.8672,17.6597
5.8084,19.4486
4.5024,20.5834
3.3036,21.6251
1.3628,21.7342
-1.4904,21.535
-1.606,21.515
-2.006,21.5186
-2.2284,21.4869
